Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Introduction,5 minutes,Easy,"Machine Learning, Advance Machine Learning, Recommendation System, Neural Network, Deep Learning",https://developers.google.com/machine-learning/recommendation
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Background,60 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning",https://developers.google.com/machine-learning/recommendation/overview
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Background : Large Scale Recommendation Systems,20 minutes,Easy,"Recommendation System, Neural Network, Deep Learning",https://developers.google.com/machine-learning/recommendation/overview
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Background : Terminolgy,10 minutes,Easy,"Recommendation System, Neural Network, Deep Learning, Embedding, Query, Item",https://developers.google.com/machine-learning/recommendation/overview/terminology
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Background : Recommendation Systems Overview,20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, Scoring, Re-ranking",https://developers.google.com/machine-learning/recommendation/overview/types
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Background : Check Your Understanding,10 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, Scoring, Re-ranking, Matrix Factorization, softmax",https://developers.google.com/machine-learning/recommendation/overview/check-your-understanding
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Candidate Generation,20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, content-based-filtering, collaborative-filtering, Embedding, Euclidean distance",https://developers.google.com/machine-learning/recommendation/overview/candidate-generation
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Content Based Filtering,25 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, content-based-filtering",https://developers.google.com/machine-learning/recommendation/content-based/basics
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Content Based Filtering : Basics,15 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, content-based-filtering",https://developers.google.com/machine-learning/recommendation/content-based/basics
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Content Based Filtering : Advantages & Disadvantages,10 minutes,Easy,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, content-based-filtering",https://developers.google.com/machine-learning/recommendation/content-based/summary
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Collaborative Filtering and Matrix Factorization,135 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding",https://developers.google.com/machine-learning/recommendation/collaborative/basics
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Collaborative Filtering and Matrix Factorization : Basics,15 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding",https://developers.google.com/machine-learning/recommendation/collaborative/basics
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Collaborative Filtering and Matrix Factorization : Matrix Factorization,20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, Embedding, Matrix Factorization, SVD, Single Value Decomposition,Stochastic gradient Descent, SGD, Weighted Alternating Least Sqaures, WALS",https://developers.google.com/machine-learning/recommendation/collaborative/matrix
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Collaborative Filtering and Matrix Factorization : Advantages & Disadvantages,10 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding, Matrix Factorization",https://developers.google.com/machine-learning/recommendation/collaborative/summary
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Collaborative Filtering and Matrix Factorization : Movie Recommendation System Exercise,90 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Candidate Generation, collaborative-filtering, Embedding, Matrix Factorization",https://developers.google.com/machine-learning/recommendation/labs/movie-rec-programming-exercise
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Recommendation using Deep Neural Network,40 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/softmax
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Recommendation using Deep Neural Network : Softmax Model,20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/softmax
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Recommendation using Deep Neural Network : Softmax Training,20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding",https://developers.google.com/machine-learning/recommendation/dnn/training
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,"Retrieval, Scoring & Re-ranking",90 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval",https://developers.google.com/machine-learning/recommendation/dnn/retrieval
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,"Retrieval, Scoring & Re-ranking : Retrieval",20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval",https://developers.google.com/machine-learning/recommendation/dnn/retrieval
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,"Retrieval, Scoring & Re-ranking : Scoring",20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias",https://developers.google.com/machine-learning/recommendation/dnn/scoring
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,"Retrieval, Scoring & Re-ranking : Re-ranking",20 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/dnn/re-ranking
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,"Retrieval, Scoring & Re-ranking : Softmax Exercise",30 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/labs/movie-rec-softmax-programming-exercise
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Conclusion : Summary,10 minutes,Medium to Hard,"Recommendation System, Neural Network, Deep Learning, Matrix Factorization, Softmax Model, softmax, Embedding, Retrieval, Scoring, bias, Re-ranking, fairness",https://developers.google.com/machine-learning/recommendation/summary
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Clustering,4 hours,Medium to Hard,"Machine Learning, Advance Machine Learning, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Overview,40 minutes,Medium to Hard,"Machine Learning, Advance Machine Learning,Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Overview : Clustering in Machine Learning,10 minutes,Easy,"Machine Learning, Advance Machine Learning,Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Overview : What is Clustering ?,10 minutes,Easy,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means",https://developers.google.com/machine-learning/clustering/overview
Machine Learning Advance Courses,Google Developers,Intermediate to Advanced,Free,Overview : Clustering Algorithms,20 minutes,Medium to Hard,"Machine Learning, Advance Machine Learning, Unsupervised Machine Learning, Segmentation, Classification, Neural Network, Clustering, Tensor Flow, k-Means,  centroid based, density based, distribution based, hierarchichal clustering, gaussian distribution ",https://developers.google.com/machine-learning/clustering/clustering-algorithms
